,stock_n,year,brand,model,price,mileage,interior_color,exterior_color,drive_type,engine_size,num_cylinders,hp,comp_ratio,cam_shaft,engine_type,bore,stroke,values_per_cylinder,wheel_base,length,width,height,curb_weight,leg_room,head_room,seating_cap,cargo_cap,city_mpg,hw_mpg
115,16327901,2015,Toyota,Camry LE,15998.0,16000,Gray,White,2,2.5,4,178,10:1,Variable Timing DOHC,Gas,3.54,3.86,4.0,109.3,190.9,71.0,57.0,3190,41.6,38.8,5,15.0,25,35
116,16479022,2015,Toyota,Camry LE,15998.0,29000,Gray,Gray,2,2.5,4,178,10:1,Variable Timing DOHC,Gas,3.54,3.86,4.0,109.3,190.9,71.0,57.0,3190,41.6,38.8,5,15.0,25,35
117,15777909,2015,Toyota,Camry SE,14998.0,70000,Black,Gray,2,2.5,4,178,10:1,Variable Timing DOHC,Gas,3.54,3.86,4.0,109.3,190.9,71.0,57.0,3240,41.6,38.8,5,15.0,25,35
118,16171061,2014,Toyota,Camry SE,14998.0,67000,Black,Tan,2,2.5,4,178,10:1,Variable Timing DOHC,Gas,3.54,3.86,4.0,109.3,189.2,71.0,57.0,3240,41.6,38.8,5,15.0,25,35
119,16238010,2015,Toyota,Camry SE,15998.0,45000,Black,Silver,2,2.5,4,178,10:1,Variable Timing DOHC,Gas,3.54,3.86,4.0,109.3,190.9,71.0,57.0,3240,41.6,38.8,5,15.0,25,35
120,16171389,2014,Toyota,Corolla L,13998.0,28000,Gray,White,2,1.8,4,132,10:1,Variable Timing DOHC,Gas,3.17,3.48,4.0,106.3,182.6,69.0,57.0,2820,42.3,38.3,5,13.0,27,36
121,16418383,2015,Toyota,Corolla L,14998.0,23000,Gray,White,2,1.8,4,132,10:1,Variable Timing DOHC,Gas,3.17,3.48,4.0,106.3,182.6,69.0,57.0,2820,42.3,38.3,5,13.0,27,36
122,16238436,2016,Toyota,Corolla LE,13998.0,54000,Gray,Silver,2,1.8,4,132,10:1,Variable Timing,Gas,3.17,3.48,4.0,106.3,182.6,69.0,57.0,2855,42.3,38.3,5,13.0,29,37
123,16238678,2015,Toyota,Corolla LE,13998.0,43000,Gray,Blue,2,1.8,4,132,10:1,Variable Timing DOHC,Gas,3.17,3.48,4.0,106.3,182.6,69.0,57.0,2855,42.3,38.3,5,13.0,29,38
124,16250263,2009,Toyota,Corolla LE,11599.0,59000,Gray,Gray,2,1.8,4,132,10:1,Dual Overhead Cam,Gas,3.16,3.48,4.0,102.4,178.7,69.0,57.0,2745,41.7,38.8,5,17.0,27,35
125,16327406,2016,Toyota,Corolla LE,14599.0,36000,Tan,Gray,2,1.8,4,132,10:1,Variable Timing,Gas,3.17,3.48,4.0,106.3,182.6,69.0,57.0,2855,42.3,38.3,5,13.0,29,37
126,15777937,2009,Toyota,Corolla S,10998.0,79000,Black,Red,2,1.8,4,132,10:1,Dual Overhead Cam,Gas,3.16,3.48,4.0,102.4,178.7,69.0,57.0,2822,41.7,38.8,5,17.0,27,35
127,16237590,2015,Toyota,Corolla S,13998.0,46000,Black,Black,2,1.8,4,132,10:1,Variable Timing DOHC,Gas,3.17,3.48,4.0,106.3,182.6,69.0,57.0,2845,42.3,38.3,5,13.0,29,38
128,15908753,2016,Toyota,Corolla S Plus,16998.0,8000,Black,Silver,2,1.8,4,132,10:1,Variable Timing,Gas,3.17,3.48,4.0,106.3,182.6,69.0,57.0,2865,42.3,38.3,5,13.0,29,37
129,16171185,2010,Toyota,FJ Cruiser,22998.0,85000,Black,Burgundy,2,4.0,6,259,10:1,Dual Overhead Cam,Gas,3.7,3.74,4.0,105.9,183.9,75.0,71.0,4050,41.9,41.3,5,67.0,17,22
130,16238684,2015,Toyota,Highlander Limited Platinum,34998.0,32000,Black,White,4,3.5,6,270,11:1,Variable Timing DOHC,Gas,3.7,3.27,4.0,109.8,191.1,75.0,68.0,4509,44.2,39.5,7,14.0,18,24
131,16238431,2010,Toyota,Prius Four,13599.0,48000,Gray,Blue,2,1.8,4,98,13:1,Dual Overhead Cam,Gas/Electric,3.17,3.48,4.0,106.3,175.6,68.0,58.0,3042,42.5,38.3,5,22.0,51,48
132,16258291,2016,Toyota,Prius Two,18998.0,37000,Black,White,2,1.8,4,121,13:1,Variable Timing,Gas/Electric,3.17,3.48,4.0,106.3,178.7,69.0,58.0,3075,43.2,39.4,5,25.0,54,50
133,16170962,2016,Toyota,Tacoma Limited,36998.0,9000,Brown,White,4,3.5,6,278,12:1,Variable Timing,Gas,3.7,3.27,4.0,127.4,212.3,75.0,70.0,4220,42.9,39.7,5,,18,23
134,16238193,2015,Volkswagen,CC R-Line,17998.0,31000,Black,White,2,2.0,4,200,9.6:1,Variable Timing DOHC,Turbo Gas,3.25,3.65,4.0,106.7,189.1,73.0,55.0,3369,41.6,37.4,5,13.0,22,31
135,16238201,2016,Volkswagen,CC R-Line,18998.0,20000,Black,Blue,2,2.0,4,200,9.6:1,Variable Timing,Turbo Gas,3.25,3.65,4.0,106.7,189.1,73.0,55.0,3369,41.6,37.4,5,13.0,22,31
136,16593120,2014,Volkswagen,Jetta S,11998.0,39000,Black,Black,2,2.0,4,115,10:1,OHC,Gas,3.25,3.65,2.0,104.4,182.2,70.0,57.0,2922,41.2,38.2,5,16.0,23,29
137,16237730,2014,Volkswagen,Passat SE,14599.0,36000,Black,White,2,1.8,4,170,9.6:1,Variable Timing DOHC,Turbo Gas,3.25,3.31,4.0,110.4,191.6,72.0,58.0,3221,42.4,38.3,5,16.0,24,34
138,16185708,2015,Nissan,Altima S,14998.0,20000,Black,Gray,2,2.5,4,182,9.6:1,Variable Timing DOHC,Gas,3.5,3.94,4.0,109.3,191.5,72.0,57.0,3191,45.0,40.0,5,15.0,27,38
139,16237488,2015,Nissan,Altima S,13998.0,29000,Black,Silver,2,2.5,4,182,9.6:1,Variable Timing DOHC,Gas,3.5,3.94,4.0,109.3,191.5,72.0,57.0,3191,45.0,40.0,5,15.0,27,38
140,16237863,2015,Nissan,Altima S,13998.0,45000,Black,Silver,2,2.5,4,182,9.6:1,Variable Timing DOHC,Gas,3.5,3.94,4.0,109.3,191.5,72.0,57.0,3191,45.0,40.0,5,15.0,27,38
141,16238840,2017,Nissan,Altima S,17998.0,4000,Black,Blue,2,2.5,4,179,10.30,Variable Timing,Gas,3.5,3.94,4.0,109.3,191.9,72.0,57.8,3212,45.0,40.0,5,15.4,27,39
142,16238181,2016,Nissan,Altima SV,17998.0,28000,Tan,Brown,2,2.5,4,182,10:1,Variable Timing,Gas,3.5,3.94,4.0,109.3,191.9,72.0,57.0,3233,45.0,40.0,5,15.0,27,39
143,16238489,2016,Nissan,Altima SV,16998.0,15000,Tan,Red,2,2.5,4,182,10:1,Variable Timing,Gas,3.5,3.94,4.0,109.3,191.9,72.0,57.0,3233,45.0,40.0,5,15.0,27,39
144,16238185,2017,Nissan,Armada Platinum,47998.0,14000,Tan,Blue,4,5.6,8,390,11.20,Variable Timing,Gas,3.86,3.62,4.0,123.2,207.7,79.3,78.0,5841,41.8,39.7,8,20.0,13,18
145,16250626,2014,Nissan,Murano S,15998.0,61000,Tan,Blue,2,3.5,6,260,10:1,Variable Timing DOHC,Gas,3.76,3.2,4.0,111.2,189.9,74.0,67.0,3840,43.6,40.1,5,32.0,18,24
146,16238404,2016,Nissan,Quest S,18998.0,27000,Gray,Gray,2,3.5,6,260,10:1,Variable Timing,Gas,3.76,3.2,4.0,118.1,200.8,77.0,71.0,4349,43.8,42.1,7,37.0,20,27
147,15914917,2017,Nissan,Rogue S,19998.0,25000,Black,Silver,4,2.5,4,170,10.00,Variable Timing,Gas,3.5,3.94,4.0,106.5,184.5,72.4,66.6,3532,43.0,41.6,7,32.0,25,32
148,16568534,2012,Chevrolet,Cruze LTZ,13998.0,44000,Black,Red,2,1.4,4,138,9.5:1,Dual Overhead Cam,Turbo Gas,2.85,3.25,4.0,105.7,181.0,,58.0,3125,42.3,39.3,5,15.0,26,38
149,16171591,2008,Chevrolet,Equinox LT,13998.0,75000,Gray,Black,4,3.4,6,185,9.5:1,Overhead Valve,Gas,3.62,3.31,0.0,112.5,188.8,71.0,67.0,3740,41.2,40.9,5,69.0,17,24
150,16005444,2014,Chevrolet,Impala LTZ,19998.0,55000,Black,Black,2,3.6,6,305,12:1,Variable Timing DOHC,Ethanol/Gas,3.7,3.37,4.0,111.7,201.3,73.0,58.0,3800,45.8,39.9,5,19.0,19,29
151,16250616,2012,Chevrolet,Malibu LT,9998.0,113000,Black,Black,2,2.4,4,169,10:1,Dual Overhead Cam,Gas,3.46,3.85,4.0,112.3,191.8,,57.0,3436,42.2,39.4,5,15.0,22,33
152,16250755,2016,Chevrolet,Silverado 1500 Work Truck,22599.0,2000,Gray,White,2,4.3,6,285,11:1,Variable Timing,Ethanol/Gas,3.92,3.62,2.0,133.0,224.4,80.0,74.0,4567,45.3,42.4,5,,18,23
153,16237991,2017,Chevrolet,Sonic LS,12998.0,7000,Gray,Black,2,1.8,4,138,10.50,Variable Timing,Gas,3.17,3.47,4.0,99.4,173.9,68.3,59.7,2733,41.8,38.7,5,14.9,24,34
154,16597635,2015,Chevrolet,Sonic LT,11998.0,39000,Black,Green,2,1.8,4,138,11:1,Variable Timing DOHC,Gas,3.17,3.47,4.0,99.4,159.0,68.0,59.0,2712,41.8,38.7,5,19.0,25,35
155,16238078,2014,Chevrolet,Spark LS,8998.0,47000,Gray,Green,2,1.2,4,84,11:1,Variable Timing DOHC,Gas,2.78,3.15,4.0,93.5,144.7,62.0,61.0,2269,42.0,39.4,4,11.0,31,39
156,16238555,2017,Chevrolet,Spark LS,11599.0,28000,Black,Tan,2,1.4,4,98,10.60,Variable Timing,Gas,2.91,3.2,4.0,93.9,143.1,62.8,58.4,2278,41.7,39.0,4,11.1,30,38
157,16339119,2017,Chevrolet,Spark LS,11998.0,18000,Black,Yellow,2,1.4,4,98,10.60,Variable Timing,Gas,2.91,3.2,4.0,93.9,143.1,62.8,58.4,2278,41.7,39.0,4,11.1,30,38
158,16171171,2014,Chevrolet,Spark LT,9998.0,62000,Black,Red,2,1.2,4,84,11:1,Variable Timing DOHC,Gas,2.78,3.15,4.0,93.5,144.7,62.0,61.0,2368,42.0,39.4,4,11.0,30,39
159,16237601,2016,Chrysler,200 Limited,14599.0,28000,Black,Gray,2,2.4,4,184,10:1,Variable Timing,Gas,3.46,3.82,4.0,108.0,192.3,73.0,58.0,3473,42.2,38.6,5,15.0,23,36
160,16238629,2012,Chrysler,200 S,15998.0,52000,Black,Black,2,3.6,6,283,10:1,Dual Overhead Cam,Ethanol/Gas,3.78,3.28,4.0,108.9,194.8,72.0,57.0,4000,42.4,38.7,4,13.0,19,29
161,16568414,2014,Chrysler,200 Touring,12998.0,46000,Black,Blue,2,3.6,6,283,11:1,DOHC,Ethanol/Gas,3.78,3.27,4.0,108.9,191.7,72.0,58.0,3403,42.4,40.1,5,14.0,19,29
162,16597990,2017,Chrysler,Pacifica Touring L,22998.0,42000,Black,Silver,2,3.6,6,287,11.30,Variable Timing,Gas,3.78,3.27,4.0,121.6,203.6,79.6,69.9,4652,41.1,40.1,8,32.3,18,28
163,16171374,2015,Dodge,Challenger R/T Plus,27998.0,30000,Black,Blue,2,5.7,8,372,11:1,Variable Timing OHC,Gas,3.92,3.58,2.0,116.2,197.9,75.0,57.0,4082,42.0,39.3,5,16.0,16,25
164,16171206,2012,Dodge,Charger SE,14599.0,72000,Black,Silver,2,3.6,6,292,10:1,Dual Overhead Cam,Gas,3.78,3.27,4.0,120.2,199.9,,58.0,3961,41.8,38.6,5,17.0,18,27
165,16568417,2016,Dodge,Dart SE,12998.0,19000,Black,Black,2,2.0,4,160,10:1,Variable Timing DOHC,Gas,3.46,3.23,4.0,106.4,183.9,72.0,57.0,3122,42.2,38.6,5,13.0,25,35
166,16568188,2018,Dodge,Durango R/T,39998.0,16000,Black,Gray,4,5.7,8,360,10.50,Variable Timing,Gas,3.92,3.58,2.0,119.8,201.2,75.8,72.7,5331,40.3,39.9,7,17.2,14,22
167,16568279,2014,Dodge,Grand Caravan SXT,16998.0,54000,Black,Red,2,3.6,6,283,10:1,Variable Timing DOHC,Ethanol/Gas,3.78,3.27,4.0,121.2,202.8,78.0,68.0,4510,40.7,39.8,7,33.0,17,25
168,15373384,2016,Dodge,Journey SXT,16998.0,47000,Black,White,4,3.6,6,283,10:1,Variable Timing,Gas,3.78,3.19,4.0,113.8,192.4,72.0,66.0,4238,40.8,40.8,7,40.0,16,24
169,16238773,2017,Dodge,Journey SXT,19998.0,17000,Black,Silver,4,3.6,6,283,10.00,Variable Timing,Gas,3.78,3.19,4.0,113.8,192.4,72.2,66.6,4238,40.8,40.8,7,39.6,16,24
170,16327955,2016,Dodge,Ram 1500 Bighorn,26998.0,27000,Gray,White,4,3.6,6,305,10:1,Variable Timing,Ethanol/Gas,3.66,3.41,4.0,140.5,229.0,79.0,75.0,5401,41.0,41.0,6,,16,23
171,16250597,2014,Volkswagen,Tiguan S,15998.0,36000,Black,Silver,4,2.0,4,200,9.6:1,Variable Timing DOHC,Turbo Gas,3.25,3.65,4.0,102.5,174.5,71.0,66.0,3591,40.1,39.1,5,24.0,20,26
172,16568089,2016,Volvo,S80 T5 Platinum,21998.0,40000,Black,Silver,2,2.0,4,240,11:1,Variable Timing DOHC,Turbo Gas,3.25,3.67,4.0,111.6,191.1,73.0,58.0,3719,41.9,38.8,5,15.0,25,37
173,16250155,2015,Volvo,XC60 T5 Premier,20998.0,60000,Black,Gray,2,2.0,4,240,11:1,Variable Timing DOHC,Turbo Gas,3.25,3.67,4.0,109.2,182.8,74.0,67.0,4041,41.2,38.1,5,31.0,24,31
174,16568247,2016,Acura,ILX,19998.0,32000,Tan,White,2,2.4,4,201,12:1,Variable Timing,Gas,3.43,3.9,4.0,105.1,181.9,70.0,55.0,2970,42.3,38.0,5,12.0,25,35
175,16568251,2016,Acura,RDX,26998.0,32000,Tan,White,2,3.5,6,279,11:1,Variable Timing,Gas,3.5,3.66,4.0,105.7,184.4,73.0,65.0,3732,42.0,38.7,5,26.0,20,28
176,16004488,2009,Acura,TL,16998.0,40000,Black,Gray,2,3.5,6,280,11:1,Single Overhead Cam,Gas,3.5,3.66,4.0,109.3,195.3,74.0,57.0,3726,42.5,38.4,5,13.0,18,26
177,16171531,2009,Acura,TSX,11599.0,127000,Cream,Gray,2,2.4,4,201,11:1,Dual Overhead Cam,Gas,3.42,3.89,4.0,106.4,186.1,72.0,56.0,3485,42.4,37.6,5,13.0,21,30
178,16237735,2013,Audi,A5 Premium,21998.0,33000,Black,Silver,4,2.0,4,211,9.6:1,Dual Overhead Cam,Turbo Gas,3.25,3.65,4.0,108.3,182.1,73.0,54.0,3681,41.3,39.1,4,12.0,20,30
179,15879840,2013,Audi,S6 Prestige,34998.0,56000,Black,Silver,4,4.0,8,420,10:1,Dual Overhead Cam,Turbo Gas,3.33,3.5,0.0,114.7,193.9,,57.0,4398,41.3,37.2,5,14.0,17,27
180,16568364,2016,Ford,Explorer Limited,29998.0,22000,Tan,Blue,2,2.3,4,270,11:1,Variable Timing DOHC,Turbo Gas,0.0,0.0,4.0,112.8,198.3,78.0,70.0,4432,42.9,41.4,7,21.0,19,27
181,16568192,2015,Ford,Explorer XLT,24998.0,33000,Gray,Silver,4,3.5,6,290,11:1,Variable Timing DOHC,Ethanol/Gas,3.64,3.41,4.0,112.6,197.1,78.0,71.0,4697,43.1,41.4,7,21.0,17,23
182,16568124,2013,Ford,F150 Lariat,25998.0,112000,Gray,White,4,3.5,6,365,11:1,Dual Overhead Cam,Turbo Gas,0.0,0.0,4.0,144.5,231.9,79.0,76.0,5586,41.4,41.0,6,,15,21
183,16568162,2016,Ford,F150 Lariat,42998.0,17000,Black,Blue,4,3.5,6,365,10:1,Variable Timing DOHC,Turbo Gas,3.64,3.41,4.0,145.0,231.9,79.0,76.0,5586,43.9,40.8,6,,16,22
184,16250502,2013,Ford,F150 XLT,24998.0,92000,Tan,Gold,4,5.0,8,360,11:1,Dual Overhead Cam,Ethanol/Gas,0.0,0.0,4.0,144.5,231.9,79.0,76.0,5586,41.4,41.0,6,,14,19
185,16005450,2009,Ford,Focus S,6998.0,117000,Gray,Silver,2,2.0,4,140,10:1,Dual Overhead Cam,Gas,3.44,3.27,2.0,102.9,175.0,78.0,58.0,2623,41.7,39.2,5,14.0,24,35
186,16250711,2010,Ford,Focus SEL,9998.0,64000,Black,Silver,2,2.0,4,140,10:1,Dual Overhead Cam,Gas,3.44,3.27,2.0,102.9,175.0,78.0,58.0,2642,41.7,39.2,5,14.0,24,35
187,16171194,2009,Ford,Focus SES,7998.0,116000,Black,Silver,2,2.0,4,140,10:1,Dual Overhead Cam,Gas,3.44,3.27,2.0,102.9,175.0,78.0,58.0,2623,41.7,39.2,5,14.0,24,35
188,16171641,2016,Ford,Fusion SE,14998.0,26000,Black,White,2,2.5,4,175,9.7:1,Variable Timing,Gas,3.5,3.94,4.0,112.2,191.7,75.0,58.0,3427,44.3,39.2,5,16.0,22,33
189,16238041,2013,Ford,Fusion SE,12599.0,59000,Black,Silver,2,2.5,4,170,9.7:1,Dual Overhead Cam,Gas,3.5,3.94,4.0,112.2,191.7,72.0,58.0,3427,44.3,39.2,5,16.0,22,34
190,16238336,2013,Ford,Fusion SE,10998.0,104000,Black,Silver,2,1.6,4,179,9.7:1,Dual Overhead Cam,Turbo Gas,3.11,3.2,4.0,112.2,191.7,72.0,58.0,3427,44.3,39.2,5,16.0,23,36
191,16568318,2014,Ford,Fusion SE,13998.0,59000,Black,Blue,2,2.0,4,240,9.7:1,Variable Timing DOHC,Turbo Gas,3.45,3.27,4.0,112.2,191.7,72.0,58.0,3615,44.3,39.2,5,16.0,22,33
192,16238569,2012,Ford,Fusion SEL,9998.0,105000,Black,Blue,2,3.0,6,240,9.7:1,Dual Overhead Cam,Ethanol/Gas,3.5,3.13,4.0,107.4,190.6,72.0,56.0,3342,42.3,38.7,5,17.0,20,28
193,16237473,2015,Ford,Fusion Titanium,14998.0,60000,Black,Gray,2,2.0,4,240,9.3:1,Variable Timing DOHC,Turbo Gas,3.45,3.27,4.0,112.2,191.7,75.0,58.0,3526,44.3,39.2,5,16.0,22,33
194,16568195,2015,Ford,Fusion Titanium,20998.0,19000,Black,Red,4,2.0,4,240,9.3:1,Variable Timing DOHC,Turbo Gas,3.45,3.27,4.0,112.2,191.7,75.0,58.0,3681,44.3,39.2,5,16.0,22,31
195,16238054,2015,Ford,Mustang EcoBoost,20998.0,22000,Tan,Black,2,2.3,4,310,9.5:1,Variable Timing DOHC,Turbo Gas,3.45,3.7,4.0,107.1,188.3,75.0,54.0,3501,44.5,37.6,4,14.0,21,32
196,16497306,2017,Ford,Mustang EcoBoost,20599.0,38000,Black,Red,2,2.3,4,310,9.50,Variable Timing,Turbo Gas,3.45,3.7,4.0,107.1,188.3,75.4,54.4,3532,44.5,37.6,4,13.5,21,30
197,16568081,2016,Ford,Mustang EcoBoost,19998.0,11000,Black,Red,2,2.3,4,310,9.5:1,Variable Timing,Turbo Gas,3.45,3.7,4.0,107.1,188.3,75.0,54.0,3532,44.5,37.6,4,14.0,21,31
198,16497890,2017,Ford,Mustang GT,27998.0,36000,Black,Silver,2,5.0,8,435,11.00,Variable Timing,Gas,3.63,3.65,4.0,107.1,188.3,75.4,54.9,3872,44.5,37.6,4,11.4,14,23
199,16568134,2013,GMC,Sierra 1500 SLE,25998.0,19000,Black,Gray,4,5.3,8,315,9.9:1,Overhead Valve,Ethanol/Gas,3.78,3.62,2.0,157.5,249.2,80.0,73.0,5487,41.3,41.2,6,,15,21
200,16568133,2014,GMC,Terrain SLE,13998.0,127000,Black,Silver,2,2.4,4,182,11:1,Variable Timing DOHC,Ethanol/Gas,3.46,3.86,4.0,112.5,185.3,72.0,66.0,3867,41.2,39.8,5,32.0,22,32
201,16238710,2016,GMC,Yukon SLE,36998.0,28000,Black,Silver,2,5.3,8,355,11:1,Variable Timing,Gas,3.78,3.62,2.0,116.0,203.9,80.0,74.0,5308,45.3,42.8,9,15.0,16,23
202,16171447,2017,GMC,Yukon XL 1500 SLT,45998.0,30000,Black,Tan,4,5.3,8,355,11.00,Variable Timing,Gas,3.78,3.62,2.0,130.0,224.3,80.5,74.4,5775,45.3,42.8,8,39.3,15,22
203,16171401,2014,Honda,Accord EX-L,17998.0,65000,Black,Black,2,2.4,4,185,11:1,Variable Timing DOHC,Gas,3.43,3.9,4.0,109.3,191.4,72.0,57.0,3358,42.5,37.6,5,16.0,27,36
204,16238675,2017,Honda,Accord EX-L,22998.0,5000,Black,Red,2,2.4,4,185,11.10,Variable Timing,Gas,3.43,3.9,4.0,107.3,189.5,73.0,56.5,3342,42.2,37.2,5,13.4,27,36
205,16338773,2017,Honda,Accord Sport,23998.0,7000,Black,Blue,2,2.4,4,189,11.10,Variable Timing,Gas,3.43,3.9,4.0,109.3,192.5,72.8,57.7,3369,42.5,39.1,5,15.8,27,36
206,16250748,2015,Honda,Civic EX-L,17998.0,27000,Gray,Blue,2,1.8,4,143,11:1,Variable Timing OHC,Gas,3.19,3.44,4.0,105.1,179.4,69.0,56.0,2930,42.0,37.9,5,13.0,30,39
207,16568415,2015,Honda,Civic EX-L,18998.0,19000,Black,Silver,2,1.8,4,143,11:1,Variable Timing OHC,Gas,3.19,3.44,4.0,105.1,179.4,69.0,56.0,2930,42.0,37.9,5,13.0,30,39
208,16171483,2011,Honda,CR-V SE,13998.0,79000,Gray,Blue,2,2.4,4,180,11:1,Dual Overhead Cam,Gas,3.43,3.9,4.0,103.1,179.3,,66.0,3386,41.3,40.9,5,73.0,21,28
209,16568259,2013,Ford,C-Max SEL,13998.0,69000,Black,Silver,2,2.0,4,188,12:1,Dual Overhead Cam,Gas/Electric,3.44,3.27,4.0,104.3,173.6,72.0,63.0,3682,43.1,41.0,5,25.0,42,37
210,16238580,2013,Ford,Edge SEL,18998.0,55000,Black,Black,4,3.5,6,285,10:1,Dual Overhead Cam,Gas,3.6,3.4,4.0,111.2,184.2,76.0,67.0,4234,40.7,40.0,5,69.0,18,25
211,16568189,2017,Ford,Edge Titanium,26998.0,21000,Black,Gray,4,2.0,4,245,9.70,Variable Timing,Turbo Gas,3.4,2.51,4.0,112.2,188.1,75.9,68.7,4078,40.5,40.2,5,39.2,20,27
212,16238465,2015,Ford,Escape SE,15998.0,72000,Gray,Silver,4,2.0,4,240,10:1,Variable Timing DOHC,Gas,3.44,3.27,4.0,105.9,178.1,72.0,66.0,3645,43.1,39.9,5,34.0,21,28
213,16238833,2018,Ford,Escape SE,22599.0,8000,Tan,White,4,1.5,4,179,10.00,Variable Timing,Turbo Gas,3.11,3.0,4.0,105.9,178.1,75.0,66.3,3678,43.1,39.9,5,34.0,22,28
214,16598150,2016,Ford,Escape SE,18998.0,29000,Gray,Red,4,2.0,4,240,10:1,Variable Timing DOHC,Turbo Gas,3.44,3.27,4.0,105.9,178.1,72.0,66.0,3644,43.1,39.9,5,34.0,21,28
215,16250665,2014,Ford,Escape Titanium,17599.0,44000,Gray,Silver,4,2.0,4,240,10:1,Variable Timing DOHC,Gas,3.44,3.27,4.0,105.9,178.1,72.0,66.0,3769,43.1,39.9,5,34.0,21,28
216,16568244,2016,Jeep,Cherokee Sport,16998.0,29000,Black,White,2,2.4,4,184,10:1,Variable Timing,Gas,3.46,3.82,4.0,106.3,182.0,73.0,65.0,3811,41.1,39.4,5,30.0,21,30
217,16250581,2014,Jeep,Compass Sport,14998.0,65000,Black,Blue,4,2.4,4,172,11:1,Variable Timing DOHC,Gas,3.46,3.82,4.0,103.7,175.1,71.0,65.0,3247,40.6,40.7,5,23.0,23,28
218,16238562,2017,Jeep,Grand Cherokee Limited,30998.0,29000,Black,White,4,3.6,6,295,10.20,Variable Timing,Gas,3.78,3.27,4.0,114.8,189.8,76.5,69.3,4875,40.3,39.9,5,36.3,18,25
219,16597475,2015,Jeep,Grand Cherokee Overland,26998.0,43000,Black,Gray,2,3.6,6,290,10:1,Variable Timing DOHC,Ethanol/Gas,3.78,3.27,4.0,114.8,189.8,76.0,69.0,4754,40.3,39.9,5,36.0,17,25
220,16250615,2017,Jeep,Patriot Sport,14998.0,16000,Gray,Gray,2,2.0,4,158,10.50,Variable Timing,Gas,3.39,3.39,4.0,103.7,173.8,69.2,65.5,3136,40.6,41.0,5,23.0,23,30
221,16568419,2016,Jeep,Patriot Sport,14599.0,58000,Black,Gray,4,2.4,4,172,11:1,Variable Timing,Gas,3.46,3.82,4.0,103.7,173.8,69.0,66.0,3293,40.6,41.0,5,23.0,20,25
222,16568420,2017,Jeep,Patriot Sport,15998.0,13000,Black,White,2,2.4,4,172,10.50,Variable Timing DOHC,Gas,3.46,3.82,4.0,103.7,173.8,69.2,65.5,3136,40.6,41.0,5,23.0,21,27
223,16568111,2016,Jeep,Wrangler Sahara,26998.0,29000,Black,Black,4,3.6,6,285,10:1,Variable Timing,Gas,3.78,3.27,4.0,95.4,152.8,73.0,70.0,4055,41.0,41.3,4,13.0,17,21
224,16328240,2018,Kia,Optima LX,16998.0,12000,Tan,Burgundy,2,2.4,4,185,11.30,Variable Timing,Gas,3.46,3.82,4.0,110.4,191.1,73.2,57.7,3219,45.5,39.8,5,15.9,24,34
225,16237785,2017,Kia,Rio LX,11599.0,11000,Black,Red,2,1.6,4,138,11.00,Variable Timing,Gas,3.03,3.36,4.0,101.2,172.0,67.7,57.3,2656,43.8,40.0,5,13.7,27,36
226,16568337,2014,Kia,Rio LX,10998.0,45000,Gray,Red,2,1.6,4,138,11:1,Variable Timing DOHC,Gas,3.03,3.36,4.0,101.2,171.9,67.0,57.0,2573,43.8,40.0,5,14.0,27,37
227,16568340,2016,Kia,Sedona LX,19998.0,28000,Gray,Brown,2,3.3,6,276,12:1,Variable Timing,Gas,3.66,3.3,4.0,120.5,201.4,78.0,68.0,4411,40.9,39.8,8,34.0,18,24
228,16238316,2016,Kia,Soul,12998.0,28000,Black,White,2,1.6,4,130,11:1,Variable Timing,Gas,2.95,3.36,4.0,101.2,163.0,70.0,63.0,2714,40.9,39.6,5,24.0,24,30
229,16327598,2015,Kia,Soul,12998.0,34000,Black,Silver,2,1.6,4,130,11:1,Variable Timing DOHC,Gas,2.95,3.36,4.0,101.2,163.0,70.0,63.0,2714,40.9,39.6,5,24.0,24,30
230,15777891,2012,Lexus,CT 200h Premium,15998.0,86000,Black,Gray,2,1.8,4,98,13:1,Dual Overhead Cam,Gas/Electric,3.17,3.48,4.0,102.4,170.1,69.0,56.0,3206,42.1,38.9,5,14.0,43,40
231,16238623,2011,Lexus,ES 350,18599.0,70000,Black,Black,2,3.5,6,268,11:1,Dual Overhead Cam,Gas,3.7,3.27,4.0,109.3,191.7,,56.0,3605,42.2,37.4,5,15.0,19,27
232,16450996,2016,Lexus,GX 460,40998.0,35000,Black,Silver,4,4.6,8,301,10:1,Variable Timing,Gas,3.7,3.27,4.0,109.8,192.1,74.0,74.0,5130,41.7,38.0,7,,15,20
233,16171383,2010,Lexus,HS 250h Premium,14998.0,79000,Black,White,2,2.4,4,147,13:1,Dual Overhead Cam,Gas/Electric,3.48,3.78,4.0,106.3,184.8,70.0,59.0,3682,42.6,38.0,5,12.0,35,34
234,16568412,2010,Lexus,IS 250,15998.0,86000,Black,Silver,2,2.5,6,204,12:1,Dual Overhead Cam,Gas,3.27,3.03,4.0,107.5,180.3,70.0,56.0,3435,43.9,39.0,5,13.0,21,29
235,16237439,2014,Lexus,LS 460,44998.0,11000,Tan,White,4,4.6,8,360,12:1,Variable Timing DOHC,Gas,3.7,3.27,4.0,116.9,200.0,73.0,58.0,4651,43.7,38.0,5,18.0,16,23
