,stock_n,mileage,interior_color,exterior_color,drive_type,engine_size,num_cylinders,hp,torque,comp_ratio,cam_shaft,engine_type,bore,stroke,values_per_cylinder,fuel_cap,epa_mpg,wheel_base,length,width,height,curb_weight,leg_room,head_room,seating_cap,cargo_cap,tow_cap,pay_cap,gross,tire,trans
119,16568420,13K,Black,White,2WDWD,2.4L engine,4 cylinders,172 horsepower@6000rpm,N/A,10.50,Variable Timing DOHC,Gas,3.46,3.82,4,N/A,21/27,103.7'',173.8'',69.2'',65.5'',3136 lbs.,40.6'',41.0'',5/5,23.0 cu. ft.,1000/1000 lbs.,1299 lbs.,4435 lbs.,N/A,N/A
120,16568215,36K,Black,Silver,4WDWD,2.4L engine,4 cylinders,180 horsepower@6400rpm,N/A,10.00,Variable Timing,Gas,3.46,3.82,4,N/A,21/29,101.2'',166.6'',74.2'',66.5'',3573 lbs.,41.2'',41.1'',5/5,18.5 cu. ft.,2000/2000 lbs.,935 lbs.,4508 lbs.,N/A,N/A
121,16568111,29K,Black,Black,4WDWD,3.6L engine,6 cylinders,285 horsepower@6400rpm,260 torque@4800rpm,10:1,Variable Timing,Gas,3.78,3.27,4,N/A,17/21,"95.4""","152.8""",73,70,4055 lbs.,"41.0""","41.3""",4/4,13 cu. ft.,2000/2000 lbs.,880 lbs.,4935 lbs.,N/A,N/A
122,16568427,44K,Black,Black,4WDWD,3.6L engine,6 cylinders,285 horsepower@6400rpm,260 torque@4800rpm,10:1,Dual Overhead Cam,Gas,3.78,3.27,0,N/A,16/21,"116.0""","184.8""",73,71,4269 lbs.,"40.9""","42.3""",5/5,71 cu. ft.,3500 lbs.,880 lbs.,N/R,N/A,N/A
123,16237690,20K,Black,Green,4WDWD,3.6L engine,6 cylinders,285 horsepower@6400rpm,260 torque@4800rpm,10:1,Variable Timing DOHC,Gas,3.78,3.27,4,N/A,16/21,"116.0""","173.4""",73,70,4277 lbs.,"41.0""","41.3""",5/5,32 cu. ft.,2000/2000 lbs.,1000 lbs.,5277 lbs.,N/A,N/A
124,16328240,12K,Tan,Burgundy,2WDWD,2.4L engine,4 cylinders,185 horsepower@6000rpm,N/A,11.30,Variable Timing,Gas,3.46,3.82,4,N/A,24/34,110.4'',191.1'',73.2'',57.7'',3219 lbs.,45.5'',39.8'',5/5,15.9 cu. ft.,N/A,N/A,N/A,N/A,N/A
125,16237785,11K,Black,Red,2WDWD,1.6L engine,4 cylinders,138 horsepower@6300rpm,N/A,11.00,Variable Timing,Gas,3.03,3.36,4,N/A,27/36,101.2'',172.0'',67.7'',57.3'',2656 lbs.,43.8'',40.0'',5/5,13.7 cu. ft.,N/A,N/A,N/A,N/A,N/A
126,16568340,28K,Gray,Brown,2WDWD,3.3L engine,6 cylinders,276 horsepower@6000rpm,248 torque@5200rpm,12:1,Variable Timing,Gas,3.66,3.30,4,N/A,18/24,"120.5""","201.4""",78,68,4411 lbs.,"40.9""","39.8""",8/8,34 cu. ft.,1000/3500 lbs.,1654 lbs.,6065 lbs.,N/A,N/A
127,16238316,28K,Black,White,2WDWD,1.6L engine,4 cylinders,130 horsepower@6300rpm,118 torque@4850rpm,11:1,Variable Timing,Gas,2.95,3.36,4,N/A,24/30,"101.2""","163.0""",70,63,2714 lbs.,"40.9""","39.6""",5/5,24 cu. ft.,N/A,N/A,N/R,N/A,N/A
128,16327598,34K,Black,Silver,2WDWD,1.6L engine,4 cylinders,130 horsepower@6300rpm,118 torque@4850rpm,11:1,Variable Timing DOHC,Gas,2.95,3.36,4,N/A,24/30,"101.2""","163.0""",70,63,2714 lbs.,"40.9""","39.6""",5/5,24 cu. ft.,N/A,N/A,N/R,N/A,N/A
129,16568327,36K,Black,Black,4WDWD,2.0L engine,4 cylinders,240 horsepower@5800rpm,250 torque@1750rpm,10:1,Variable Timing DOHC,Turbo Gas,3.44,3.27,4,N/A,20/26,"107.9""","180.7""",81,67,3845 lbs.,"42.0""","40.2""",5/7,33 cu. ft.,1650/4409 lbs.,1678 lbs.,5520 lbs.,N/A,N/A
130,15777891,86K,Black,Gray,2WDWD,1.8L engine,4 cylinders,98 horsepower@5200rpm,105 torque@4000rpm,13:1,Dual Overhead Cam,Gas/Electric,3.17,3.48,4,N/A,43/40,"102.4""","170.1""",69,56,3206 lbs.,"42.1""","38.9""",5/5,14 cu. ft.,N/A,N/A,N/R,N/A,4-Speed Automatic
131,16238623,70K,Black,Black,2WDWD,3.5L engine,6 cylinders,268 horsepower@6200rpm,248 torque@4700rpm,11:1,Dual Overhead Cam,Gas,3.70,3.27,4,N/A,19/27,"109.3""","191.7""",N/R,56,3605 lbs.,"42.2""","37.4""",5/5,15 cu. ft.,N/A,900 lbs.,N/R,N/A,6-Speed Automatic
132,16327902,59K,Black,Tan,2WDWD,3.5L engine,6 cylinders,268 horsepower@6200rpm,248 torque@4700rpm,11:1,Variable Timing DOHC,Gas,3.70,3.27,4,N/A,21/31,"111.0""","192.7""",71,57,3549 lbs.,"41.9""","37.5""",5/5,15 cu. ft.,N/A,N/A,N/R,N/A,N/A
133,16450996,35K,Black,Silver,4WDWD,4.6L engine,8 cylinders,301 horsepower@5500rpm,329 torque@3500rpm,10:1,Variable Timing,Gas,3.70,3.27,4,N/A,15/20,"109.8""","192.1""",74,74,5130 lbs.,"41.7""","38.0""",7/7,N/R,2000/6500 lbs.,1470 lbs.,6600 lbs.,N/A,N/A
134,16171383,79K,Black,White,2WDWD,2.4L engine,4 cylinders,147 horsepower@6000rpm,138 torque@4400rpm,13:1,Dual Overhead Cam,Gas/Electric,3.48,3.78,4,N/A,35/34,"106.3""","184.8""",70,59,3682 lbs.,"42.6""","38.0""",5/5,12 cu. ft.,N/A,825 lbs.,N/R,N/A,5-Speed Manual
135,16238649,92K,Black,White,2WDWD,2.5L engine,6 cylinders,204 horsepower@6400rpm,185 torque@4800rpm,12:1,Dual Overhead Cam,Gas,3.27,3.03,4,17.10,21/29,"107.5""","180.1""",70,56,3435 lbs.,"43.9""","39.0""",5/5,13 cu. ft.,N/A,N/A,N/R,N/A,N/A
136,16237439,11K,Tan,White,4WDWD,4.6L engine,8 cylinders,360 horsepower@6400rpm,347 torque@4100rpm,12:1,Variable Timing DOHC,Gas,3.70,3.27,4,N/A,16/23,"116.9""","200.0""",73,58,4651 lbs.,"43.7""","38.0""",5/5,18 cu. ft.,N/A,N/A,N/R,N/A,N/A
137,16450994,34K,Black,Black,4WDWD,2.0L engine,4 cylinders,235 horsepower@4800rpm,258 torque@1650rpm,10:1,Variable Timing DOHC,Turbo Gas,3.39,3.39,4,N/A,22/28,"104.7""","182.3""",73,64,4050 lbs.,"42.8""","38.2""",5/5,18 cu. ft.,1000/2000 lbs.,1150 lbs.,5200 lbs.,N/A,N/A
138,16450998,30K,Brown,White,4WDWD,3.5L engine,6 cylinders,270 horsepower@6200rpm,248 torque@4700rpm,11:1,Variable Timing DOHC,Gas,3.70,3.27,4,N/A,18/26,"107.9""","187.8""",74,66,4343 lbs.,"43.1""","39.1""",5/5,40 cu. ft.,2000/3500 lbs.,1307 lbs.,5650 lbs.,N/A,N/A
139,16450967,29K,Black,Black,4WDWD,3.5L engine,6 cylinders,270 horsepower@6200rpm,248 torque@4700rpm,11:1,Variable Timing DOHC,Gas,3.70,3.27,4,N/A,18/24,"107.9""","187.8""",74,66,4343 lbs.,"43.1""","39.1""",5/5,40 cu. ft.,2000/3500 lbs.,1307 lbs.,5650 lbs.,N/A,N/A
140,16450968,30K,Black,Brown,4WDWD,3.5L engine,6 cylinders,270 horsepower@6200rpm,248 torque@4700rpm,11:1,Variable Timing DOHC,Gas,3.70,3.27,4,N/A,18/24,"107.9""","187.8""",74,66,4343 lbs.,"43.1""","39.1""",5/5,40 cu. ft.,2000/3500 lbs.,1307 lbs.,5650 lbs.,N/A,N/A
141,16171648,36K,Black,White,4WDWD,2.3L engine,4 cylinders,285 horsepower@5500rpm,270 torque@3000rpm,9.3:1,Variable Timing DOHC,Turbo Gas,3.44,3.70,4,N/A,18/26,"105.9""","179.2""",73,65,3963 lbs.,"42.8""","39.6""",5/5,25 cu. ft.,1500/3500 lbs.,877 lbs.,4840 lbs.,N/A,N/A
142,16250508,7K,Black,White,4WDWD,2.5L engine,4 cylinders,187 horsepower@6000rpm,N/A,13.00,Variable Timing,Gas,3.50,3.94,4,N/A,23/29,106.3'',178.7'',72.4'',67.3'',3589 lbs.,41.0'',39.0'',5/5,30.9 cu. ft.,2000/2000 lbs.,948 lbs.,4537 lbs.,N/A,N/A
143,16250232,116K,Gray,White,2WDWD,2.5L engine,4 cylinders,161 horsepower@6000rpm,161 torque@3500rpm,9.7:1,Dual Overhead Cam,Gas,3.50,3.94,4,N/A,20/28,"108.3""","184.3""",73,64,3496 lbs.,"41.7""","39.7""",5/5,59 cu. ft.,1500 lbs.,N/A,N/R,N/A,N/A
144,16171623,39K,Black,White,2WDWD,2.0L engine,4 cylinders,155 horsepower@6000rpm,150 torque@4000rpm,13:1,Variable Timing DOHC,Gas,3.29,3.59,4,N/A,30/40,"106.3""","175.6""",70,57,2969 lbs.,"42.2""","38.6""",5/5,20 cu. ft.,N/A,N/A,N/R,N/A,N/A
145,16250798,17K,Black,Gray,2WDWD,2.0L engine,4 cylinders,155 horsepower@6000rpm,150 torque@4000rpm,13:1,Variable Timing,Gas,3.29,3.59,4,N/A,30/40,"106.3""","180.3""",70,57,2918 lbs.,"42.2""","38.6""",5/5,12 cu. ft.,N/A,N/A,N/R,N/A,N/A
146,16568329,31K,Black,Red,2WDWD,2.0L engine,4 cylinders,155 horsepower@6000rpm,150 torque@4000rpm,13:1,Variable Timing,Gas,3.29,3.59,4,N/A,30/40,"106.3""","180.3""",70,57,2918 lbs.,"42.2""","38.6""",5/5,12 cu. ft.,N/A,N/A,N/R,N/A,N/A
147,16250832,23K,Black,Gray,2WDWD,2.0L engine,4 cylinders,155 horsepower@6000rpm,150 torque@4000rpm,13:1,Variable Timing DOHC,Gas,3.29,3.59,4,N/A,30/41,"106.3""","180.3""",70,57,2866 lbs.,"42.2""","38.6""",5/5,12 cu. ft.,N/A,N/A,N/R,N/A,N/A
148,16568292,75K,Black,Gray,2WDWD,2.5L engine,4 cylinders,184 horsepower@5700rpm,185 torque@3250rpm,13:1,Variable Timing DOHC,Gas,3.50,3.94,4,N/A,26/38,"111.4""","191.5""",72,57,3232 lbs.,"42.2""","38.4""",5/5,15 cu. ft.,N/A,N/A,4400 lbs.,N/A,N/A
149,16238811,43K,Black,Black,4WDWD,2.0L engine,4 cylinders,241 horsepower@5500rpm,273 torque@1300rpm,9.8:1,Variable Timing DOHC,Turbo Gas,3.27,3.62,4,N/A,24/31,"111.8""","184.5""",71,56,3594 lbs.,"41.7""","37.1""",5/5,17 cu. ft.,N/A,N/A,N/R,N/A,N/A
150,16238818,39K,Tan,White,4WDWD,2.0L engine,4 cylinders,241 horsepower@5500rpm,273 torque@1300rpm,9.8:1,Variable Timing DOHC,Turbo Gas,3.27,3.62,4,N/A,24/31,"111.8""","184.5""",71,56,3594 lbs.,"41.7""","37.1""",5/5,17 cu. ft.,N/A,N/A,N/R,N/A,N/A
151,16486707,15K,Gray,Gray,4WDWD,2.0L engine,4 cylinders,241 horsepower@5500rpm,273 torque@1300rpm,9.8:1,Variable Timing DOHC,Turbo Gas,3.27,3.62,4,N/A,24/31,"111.8""","184.5""",71,56,3594 lbs.,"41.7""","37.1""",5/5,17 cu. ft.,N/A,N/A,N/R,N/A,N/A
152,16171186,14K,Black,Silver,4WDWD,2.0L engine,4 cylinders,208 horsepower@5500rpm,258 torque@1250rpm,9.8:1,Variable Timing DOHC,Turbo Gas,3.27,3.62,4,N/A,24/33,"106.3""","182.3""",70,56,3395 lbs.,"40.2""","38.2""",5/5,13 cu. ft.,N/A,N/A,N/R,N/A,N/A
153,16486438,36K,Tan,Blue,2WDWD,2.0L engine,4 cylinders,208 horsepower@5500rpm,258 torque@1200rpm,9.8:1,Variable Timing DOHC,Turbo Gas,3.27,3.62,4,N/A,25/35,"106.3""","173.9""",71,60,3318 lbs.,"41.9""","40.0""",5/5,17 cu. ft.,N/A,1025 lbs.,4277 lbs.,N/A,N/A
154,16171189,73K,Tan,Brown,2WDWD,4.0L engine,6 cylinders,210 horsepower@5100rpm,254 torque@3700rpm,9.7:1,Single Overhead Cam,Gas,3.95,3.32,2,22.50,14/20,"113.7""","193.4""",73,72,4567 lbs.,"42.4""","39.8""",5/7,86 cu. ft.,3500 lbs.,N/A,N/R,N/A,N/A
155,16250680,59K,Black,Burgundy,2WDWD,1.6L engine,4 cylinders,118 horsepower@6000rpm,114 torque@4250rpm,11:1,Dual Overhead Cam,Gas,3.03,3.38,4,N/A,28/37,"97.1""","145.6""",75,55,2546 lbs.,"41.4""","38.8""",4/4,6 cu. ft.,N/A,816 lbs.,3362 lbs.,N/A,N/A
156,16568286,8K,Black,Silver,2WDWD,2.0L engine,4 cylinders,148 horsepower@6000rpm,145 torque@4200rpm,10:1,Variable Timing DOHC,Gas,3.39,3.39,4,N/A,26/34,"103.7""","180.0""",69,58,2954 lbs.,"42.3""","39.6""",5/5,12 cu. ft.,N/A,N/A,N/R,N/A,N/A
157,16238767,18K,Black,Red,2WDWD,1.2L engine,3 cylinders,78 horsepower@6000rpm,N/A,10.50,Variable Timing,Gas,2.95,3.54,4,N/A,35/42,100.4'',169.5'',65.7'',59.2'',2172 lbs.,41.7'',39.1'',5/5,12.3 cu. ft.,N/A,N/A,N/A,N/A,N/A
158,16238358,33K,Black,Silver,4WDWD,2.4L engine,4 cylinders,168 horsepower@6000rpm,167 torque@4200rpm,11:1,Variable Timing,Gas,3.46,3.82,4,N/A,23/26,"105.1""","169.1""",69,64,3098 lbs.,"41.6""","39.4""",5/5,22 cu. ft.,N/A,1234 lbs.,4343 lbs.,N/A,N/A
159,16238118,103K,Black,Black,2WDWD,2.5L engine,4 cylinders,175 horsepower@5600rpm,180 torque@3900rpm,9.6:1,Dual Overhead Cam,Gas,3.50,3.94,4,N/A,23/31,"109.3""","189.8""",70,57,3192 lbs.,"44.1""","40.6""",5/5,15 cu. ft.,N/A,N/A,4279 lbs.,N/A,N/A
160,16238709,5K,Black,Silver,2WDWD,2.5L engine,4 cylinders,179 horsepower@6000rpm,N/A,10.30,Variable Timing,Gas,3.50,3.94,4,N/A,27/39,109.3'',191.9'',72.0'',57.8'',3212 lbs.,45.0'',40.0'',5/5,15.4 cu. ft.,N/A,N/A,N/A,N/A,N/A
161,16250267,66K,Black,Black,2WDWD,2.5L engine,4 cylinders,182 horsepower@6000rpm,180 torque@4000rpm,9.6:1,Variable Timing DOHC,Gas,3.50,3.94,4,N/A,27/38,"109.3""","191.5""",72,57,3114 lbs.,"45.0""","40.0""",5/5,15 cu. ft.,N/A,N/A,N/R,N/A,N/A
162,16171690,66K,Black,Gray,2WDWD,2.5L engine,4 cylinders,175 horsepower@5600rpm,N/A,N/A,Dual Overhead Cam,Gas,3.50,3.94,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4-Speed Automatic
163,16568084,55K,Black,Silver,2WDWD,2.5L engine,4 cylinders,182 horsepower@6000rpm,180 torque@4000rpm,9.6:1,Variable Timing DOHC,Gas,3.50,3.94,4,N/A,27/38,"109.3""","191.5""",72,57,3187 lbs.,"45.0""","39.1""",5/5,15 cu. ft.,N/A,N/A,N/R,N/A,N/A
164,16171399,52K,Tan,White,2WDWD,2.5L engine,4 cylinders,182 horsepower@6000rpm,180 torque@4000rpm,9.6:1,Dual Overhead Cam,Gas,3.50,3.93,4,N/A,27/38,"109.3""","191.5""",N/R,57,3131 lbs.,"45.0""","40.0""",5/5,15 cu. ft.,1400 lbs.,N/A,N/R,N/A,N/A
165,16238763,15K,Black,Black,2WDWD,2.5L engine,4 cylinders,182 horsepower@6000rpm,180 torque@4000rpm,9.6:1,Variable Timing DOHC,Gas,3.50,3.94,4,N/A,27/38,"109.3""","191.5""",72,57,3206 lbs.,"45.0""","40.0""",5/5,15 cu. ft.,N/A,N/A,N/R,N/A,N/A
166,16568055,25K,Black,Gray,2WDWD,2.5L engine,4 cylinders,182 horsepower@6000rpm,180 torque@4000rpm,9.6:1,Variable Timing DOHC,Gas,3.50,3.94,4,N/A,27/38,"109.3""","191.5""",72,57,3206 lbs.,"45.0""","40.0""",5/5,15 cu. ft.,N/A,N/A,N/R,N/A,N/A
167,16238220,8K,Gray,Silver,4WDWD,4.0L engine,6 cylinders,261 horsepower@5600rpm,N/A,9.70,Variable Timing,Gas,3.76,3.62,4,N/A,15/21,125.9'',205.5'',72.8'',70.1'',4551 lbs.,42.4'',39.9'',5/5,N/A,1000/6100 lbs.,1032 lbs.,5600 lbs.,N/A,N/A
168,16238648,69K,Gray,Gray,2WDWD,4.0L engine,6 cylinders,261 horsepower@5600rpm,281 torque@4000rpm,9.7:1,Dual Overhead Cam,Gas,3.76,3.62,4,21.10,15/20,"125.9""","205.5""",72,69,4154 lbs.,"42.4""","39.7""",4/4,N/R,6500 lbs.,1435 lbs.,5889 lbs.,N/A,N/A
169,16250788,99K,Gray,Gray,4WDWD,4.0L engine,6 cylinders,261 horsepower@5600rpm,281 torque@4000rpm,9.7:1,Dual Overhead Cam,Gas,3.76,3.62,4,N/A,14/19,"125.9""","205.5""",72,70,4480 lbs.,"42.4""","40.0""",5/5,N/R,6100 lbs.,1348 lbs.,5828 lbs.,N/A,5-Speed Manual
170,16568323,13K,Black,Red,2WDWD,0 engine,0 cylinders,107 horsepower@0rpm,N/A,N/A,N/A,Electric,0,0,0,N/A,126/101,"106.3""","175.0""",69,61,3422 lbs.,"42.1""","41.2""",5/5,24 cu. ft.,N/A,N/A,N/R,N/A,N/A
171,16238541,26K,Gray,Black,2WDWD,0 engine,0 cylinders,107 horsepower@0rpm,N/A,N/A,N/A,Electric,0,0,0,N/A,126/101,"106.3""","175.0""",69,61,3277 lbs.,"42.1""","41.2""",5/5,24 cu. ft.,N/A,N/A,N/R,N/A,N/A
172,16568325,35K,Black,Black,2WDWD,0 engine,0 cylinders,107 horsepower@0rpm,N/A,N/A,N/A,Electric,0,0,0,N/A,126/101,"106.3""","175.0""",69,61,3277 lbs.,"42.1""","41.2""",5/5,24 cu. ft.,N/A,N/A,N/R,N/A,N/A
173,16238128,117K,Black,Black,4WDWD,3.5L engine,6 cylinders,265 horsepower@6000rpm,248 torque@4400rpm,10:1,Dual Overhead Cam,Gas,3.76,3.20,4,21.70,18/23,"111.2""","188.5""",74,68,4141 lbs.,"43.6""","40.1""",5/5,64 cu. ft.,3500 lbs.,1091 lbs.,N/R,N/A,N/A
174,16568054,24K,Black,Black,4WDWD,3.5L engine,6 cylinders,260 horsepower@6000rpm,240 torque@4400rpm,10:1,Variable Timing,Gas,3.76,3.20,4,N/A,21/28,"111.2""","192.4""",75,66,3971 lbs.,"40.5""","39.9""",5/5,40 cu. ft.,1500/1500 lbs.,1360 lbs.,5133 lbs.,N/A,N/A
175,16497595,27K,Tan,Black,2WDWD,3.5L engine,6 cylinders,260 horsepower@6000rpm,240 torque@4400rpm,10:1,Variable Timing DOHC,Gas,3.76,3.20,4,N/A,20/27,"118.1""","200.8""",77,71,4371 lbs.,"43.8""","42.1""",7/7,37 cu. ft.,1000/3500 lbs.,1447 lbs.,5818 lbs.,N/A,N/A
176,16238777,61K,Black,Silver,2WDWD,1.8L engine,4 cylinders,130 horsepower@6000rpm,128 torque@3600rpm,9.9:1,Variable Timing DOHC,Gas,3.14,3.55,4,N/A,30/39,"106.3""","182.1""",69,58,2837 lbs.,"42.5""","39.4""",5/5,15 cu. ft.,N/A,N/A,N/R,N/A,N/A
177,16568096,57K,Black,White,2WDWD,1.8L engine,4 cylinders,130 horsepower@6000rpm,128 torque@3600rpm,9.9:1,Variable Timing,Gas,3.14,3.55,4,N/A,29/39,"106.3""","182.1""",69,58,2847 lbs.,"42.5""","39.4""",5/5,15 cu. ft.,N/A,N/A,N/R,N/A,N/A
178,16568424,43K,Black,Silver,2WDWD,1.8L engine,4 cylinders,130 horsepower@6000rpm,128 torque@3600rpm,9.9:1,Dual Overhead Cam,Gas,3.14,3.54,4,N/A,30/39,"106.3""","182.1""",N/R,58,2837 lbs.,"42.5""","39.4""",5/5,15 cu. ft.,N/A,N/A,3950 lbs.,N/A,N/A
179,16250281,79K,Gray,White,2WDWD,1.8L engine,4 cylinders,122 horsepower@5200rpm,127 torque@4800rpm,9.9:1,Dual Overhead Cam,Gas,3.31,3.19,4,N/A,24/32,"102.4""","169.1""",66,60,2722 lbs.,"41.4""","40.6""",5/5,18 cu. ft.,N/A,N/A,3770 lbs.,N/A,N/A
180,16250411,80K,Black,White,2WDWD,1.6L engine,4 cylinders,109 horsepower@6000rpm,107 torque@4400rpm,9.8:1,Variable Timing DOHC,Gas,3.07,3.29,4,N/A,31/40,"102.4""","163.7""",66,60,2482 lbs.,"41.3""","40.8""",5/5,21 cu. ft.,N/A,N/A,N/R,N/A,N/A
181,16327969,35K,Black,Orange,2WDWD,2.0L engine,4 cylinders,200 horsepower@7000rpm,151 torque@6400rpm,13:1,Variable Timing DOHC,Gas,3.39,3.39,4,N/A,25/34,"101.2""","166.7""",69,50,2758 lbs.,"41.9""","37.1""",4/4,7 cu. ft.,N/A,N/A,N/R,N/A,N/A
182,16250752,49K,Gray,Gray,2WDWD,2.5L engine,4 cylinders,180 horsepower@6000rpm,173 torque@4100rpm,10:1,Variable Timing DOHC,Gas,3.54,3.86,4,N/A,23/31,"106.3""","176.6""",70,55,3124 lbs.,"41.8""","37.7""",5/5,15 cu. ft.,N/A,N/A,N/R,N/A,N/A
183,16568315,9K,Black,Blue,4WDWD,2.5L engine,4 cylinders,170 horsepower@5800rpm,N/A,10.00,Variable Timing,Gas,3.70,3.54,4,N/A,26/32,103.9'',180.9'',70.7'',68.2'',3366 lbs.,43.0'',40.0'',5/5,31.5 cu. ft.,1000/1500 lbs.,1114 lbs.,4480 lbs.,N/A,N/A
184,16250350,33K,Gray,Red,4WDWD,2.5L engine,4 cylinders,170 horsepower@5600rpm,170 torque@4000rpm,10:1,Single Overhead Cam,Gas,0,0,4,N/A,22/29,"107.9""","188.2""",71,65,3536 lbs.,"43.0""","40.8""",5/5,71 cu. ft.,2700 lbs.,N/A,N/R,N/A,N/A
185,16450963,42K,Black,Black,2WDWD,3.5L engine,6 cylinders,268 horsepower@6200rpm,248 torque@4700rpm,11:1,Variable Timing DOHC,Gas,3.70,3.27,4,N/A,21/31,"111.0""","195.3""",72,57,3583 lbs.,"42.1""","37.6""",5/5,16 cu. ft.,N/A,N/A,N/R,N/A,N/A
186,16568302,29K,Gray,White,2WDWD,2.5L engine,4 cylinders,178 horsepower@6000rpm,N/A,10.40,Variable Timing,Gas,3.54,3.86,4,N/A,24/33,109.3'',190.9'',71.7'',57.9'',3240 lbs.,41.6'',38.8'',5/5,15.4 cu. ft.,N/A,N/A,N/A,N/A,N/A
187,16568304,28K,Gray,Silver,2WDWD,2.5L engine,4 cylinders,178 horsepower@6000rpm,N/A,10.40,Variable Timing,Gas,3.54,3.86,4,N/A,24/33,109.3'',190.9'',71.7'',57.9'',3240 lbs.,41.6'',38.8'',5/5,15.4 cu. ft.,N/A,N/A,N/A,N/A,N/A
188,16171228,111K,Gray,Silver,2WDWD,3.5L engine,6 cylinders,268 horsepower@6200rpm,248 torque@4700rpm,11:1,Dual Overhead Cam,Gas,3.70,3.27,4,18.50,19/28,"109.3""","189.2""",71,57,3485 lbs.,"41.6""","38.8""",5/5,15 cu. ft.,1000 lbs.,N/A,N/R,N/A,N/A
189,16327897,16K,Black,Black,2WDWD,2.5L engine,4 cylinders,178 horsepower@6000rpm,170 torque@4100rpm,10:1,Variable Timing DOHC,Gas,3.54,3.86,4,N/A,25/35,"109.3""","190.9""",71,57,3240 lbs.,"41.6""","38.8""",5/5,15 cu. ft.,N/A,N/A,N/R,N/A,N/A
190,16327903,32K,Gray,White,2WDWD,2.5L engine,4 cylinders,178 horsepower@6000rpm,170 torque@4100rpm,10:1,Variable Timing DOHC,Gas,3.54,3.86,4,N/A,25/35,"109.3""","190.9""",71,57,3245 lbs.,"41.6""","38.8""",5/5,15 cu. ft.,N/A,N/A,N/R,N/A,N/A
191,16238357,57K,Black,Blue,2WDWD,1.8L engine,4 cylinders,132 horsepower@6000rpm,128 torque@4400rpm,10:1,Variable Timing DOHC,Gas,3.17,3.48,4,N/A,29/38,"106.3""","182.6""",69,57,2865 lbs.,"42.3""","38.3""",5/5,13 cu. ft.,N/A,N/A,N/R,N/A,N/A
192,16568305,17K,Black,Gray,2WDWD,1.8L engine,4 cylinders,132 horsepower@6000rpm,128 torque@4400rpm,10:1,Variable Timing DOHC,Gas,3.17,3.48,4,N/A,29/38,"106.3""","182.6""",69,57,2865 lbs.,"42.3""","38.3""",5/5,13 cu. ft.,N/A,N/A,N/R,N/A,N/A
193,16250694,8K,Black,Red,2WDWD,1.8L engine,4 cylinders,132 horsepower@6000rpm,N/A,10.00,Variable Timing,Gas,3.17,3.48,4,N/A,28/36,106.3'',183.1'',69.9'',57.3'',2865 lbs.,42.3'',38.3'',5/5,13.2 cu. ft.,N/A,N/A,N/A,N/A,N/A
194,16568212,38K,Black,Red,2WDWD,1.5L engine,4 cylinders,99 horsepower@4800rpm,82 torque@4000rpm,13:1,Variable Timing DOHC,Gas/Electric,2.95,3.34,4,N/A,53/46,"100.4""","157.3""",66,56,2500 lbs.,"41.7""","38.6""",5/5,17 cu. ft.,N/A,N/A,N/R,N/A,N/A
195,16328244,23K,Black,Gray,4WDWD,2.5L engine,4 cylinders,176 horsepower@6000rpm,172 torque@4100rpm,10:1,Variable Timing DOHC,Gas,3.54,3.86,4,N/A,22/29,"104.7""","179.9""",72,67,3585 lbs.,"42.6""","38.9""",5/5,38 cu. ft.,600/1500 lbs.,900 lbs.,4600 lbs.,N/A,N/A
196,16450975,38K,Black,Black,4WDWD,2.5L engine,4 cylinders,176 horsepower@6000rpm,172 torque@4100rpm,10:1,Variable Timing DOHC,Gas,3.54,3.86,4,N/A,22/29,"104.7""","179.9""",72,67,3585 lbs.,"42.6""","38.9""",5/5,38 cu. ft.,600/1500 lbs.,900 lbs.,4600 lbs.,N/A,N/A
197,16250696,55K,Gray,Red,2WDWD,2.5L engine,4 cylinders,179 horsepower@6000rpm,172 torque@4000rpm,10:1,Dual Overhead Cam,Gas,3.54,3.86,4,N/A,22/28,"104.7""","181.9""",N/R,66,3360 lbs.,"41.8""","40.8""",5/7,73 cu. ft.,1500 lbs.,1070 lbs.,4430 lbs.,N/A,8-Speed Automatic
198,16327971,34K,Gray,Burgundy,4WDWD,5.7L engine,8 cylinders,381 horsepower@5600rpm,N/A,10.20,Variable Timing,Gas,3.70,4.02,4,N/A,13/17,122.0'',205.1'',79.9'',77.0'',5985 lbs.,42.5'',34.8'',8/7,18.9 cu. ft.,1000/7100 lbs.,1315 lbs.,7300 lbs.,N/A,N/A
0,16327972,27K,Gray,White,4WDWD,5.7L engine,8 cylinders,381 horsepower@5600rpm,N/A,10.20,Variable Timing,Gas,3.70,4.02,4,N/A,13/17,122.0'',205.1'',79.9'',77.0'',5985 lbs.,42.5'',34.8'',8/7,18.9 cu. ft.,1000/7100 lbs.,1315 lbs.,7300 lbs.,N/A,N/A
1,16328251,38K,Gray,Blue,4WDWD,5.7L engine,8 cylinders,381 horsepower@5600rpm,N/A,10.20,Variable Timing,Gas,3.70,4.02,4,N/A,13/17,122.0'',205.1'',79.9'',77.0'',5985 lbs.,42.5'',34.8'',8/7,18.9 cu. ft.,1000/7100 lbs.,1315 lbs.,7300 lbs.,N/A,N/A
